,Decade,Year,Date,Time,Location,Operator,Op_Code,Route,AC Type,Make_Type,Aboard,Fatalities,Accident_Code,Summary
2962,1971-1980,1978,09/03/1978,15:00,"Coal Harbour, BC, Canada",AirWest Airlines,Passenger,Victoria harbor - Victoria Harbor Water Aerodome,de havilland Canada Twin Otter 200,de,13.0,11.0,Machine Issue,"While on approach, the aircraft yawed to the left and plunged into the ocean in a left-wing and nose-down attitude and sank. In-flight failure of the left-hand inboard flap control rod that led to a sudden retraction of the complete left-hand flap system and sudden loss of control."
2963,1971-1980,1978,09/03/1978,17:30,"Near Kariba, Rhodesia (Zimbabwe)",Air Rhodesia,Passenger,Kariba - Salisbury,Vickers Viscount 782D,Vickers,56.0,38.0,War,"The aircraft took off from  from Kariba Airport at 17.10.  Shortly after departing Kariba, the starboard wing was hit by a SAM-7 missile.  The crew tried to make an emergency landing in a large clearing in the bush. The aircraft crash landed, striking an irrigation ditch, cart-wheeled, broke up and caught fire.  Soldiers from the Joshua Nkomo's Zimbabwe Peoples Revolution Army, who were responsible for shooting down the airliner, later killed 10 of the 18 survivors. The remaining survivors were rescued the next day."
2964,1971-1980,1978,09/09/1978,14:47,"Wrangell, Alaska",Temesco Helicopter - Air Taxi,Passenger,"Wrangell, AK - Return",Soloy 12EJ3,Soloy,3.0,3.0,Machine Issue,The helicopter experienced rotor failure. Undersized threads on anti-node bar.
2965,1971-1980,1978,09/09/1978,15:00,"Near Mexico City, Mexico",Lineas Areas del Centro,Passenger,Mexico City - Morelia,de Havilland Canada DHC-6 Twin Otter 100,de,21.0,18.0,Unknown,Flew into a mountain.
2966,1971-1980,1978,09/13/1978,11:30,"Whittier, AK",Alaska Travel,Passenger,"Anchorage, AK - Whittier, AK",de Havilland DHC-2,de,6.0,6.0,Weather,The float plane flew into a blind canyon and crashed into water. Continued VFR flight into adverse weather conditions.
2967,1971-1980,1978,09/14/1978,14:50,"Paranaque, Philippines",Philippine Air Force,Passenger,Laoag - Paranaque,Fokker F-27 Friendship 200,Fokker,28.0,21.0,Landing/Takeoff,The domestic flight crashed while attempting to land at Paranaque in thunderstorms with heavy rain and wind gusts. Possible lightning strike.
2968,1971-1980,1978,09/25/1978,09:02,"San Diego, California",Pacific Southwest Airlines / Private,Passenger,Los Angeles - San Diego,Boeing B-727-214 / Cessna 172,Boeing,137.0,137.0,Landing/Takeoff,"Midair collision. The PSA was descending and about to land at Lindbergh Field. The Cessna was climbing while engaged in practice approaches. The 727 overtook and struck the Cessna from the rear. The primary cause was the PSA crew lost sight of the Cessna and did not make that fact known to the ATC.  The ATC failed to realize from the PSA transmissions that they lost sight of the Cessna. One hundred thirty-five killed on the PSA, two on the Cessna and seven on the ground. Crew fatigue may have played a part in the accident as there are unofficial reports that the crew attended an all night party and had only 2 hours sleep from the night before."
2969,1971-1980,1978,10/03/1978,15:00,"Near Kuopio, Finland",Military - Finish Air Force,Military,Kuopio - Helsinki,Douglas C-47A-1-DK,Douglas,15.0,15.0,Machine Issue,"After taking off, one of engines stalled due to a damaged #5 cylinder exhaust. The pilot attempted to return to to Kuopio. He turned  but the plane lost control and crashed into Lake Juurusvesi."
2970,1971-1980,1978,10/03/1978,15:00,"Near Mandalay, Myanmar",Burma Airways,Passenger,Unknown,Fokker F-27 Friendship 600,Fokker,44.0,2.0,Landing/Takeoff,Lost both engines on climbout and made an emergency landing on a sandbank of the Irrawaddy River.
2971,1971-1980,1978,10/06/1978,15:00,"Santiago de Chile, Chile",Military - US Navy,Military,Military exercises,Douglas R6D-1 (DC-6),Douglas,18.0,18.0,Weather,"The military transport crashed into a fog-shrouded hill, 20 miles south of the city."
2972,1971-1980,1978,10/07/1978,15:00,"Sverdlovsk, Russia",Aeroflot,Passenger,Sverdlovsk - 	Kustanai,Yakovlev YAK-40,Yakovlev,38.0,38.0,Machine Issue,Crashed after the left engine flamed out on takeoff.
2973,1971-1980,1978,10/08/1978,09:25,"Kenai, Alaska",Era Helicopter - Air Taxi,Passenger,"Kenai, AK - Return",Bell 205-1,Bell,7.0,2.0,Unknown,The tail rotor pitch control system failed shortly after taking off. The helicopter tried to return and crashed.
2974,1971-1980,1978,10/22/1978,15:00,"Off Bellona, Solomon Islands",Solomon Islands Airlines,Passenger,Unknown,Britten Norman BN-2A Trislander,Britten,11.0,11.0,Unknown,Unknown
2975,1971-1980,1978,10/23/1978,19:41,"Gulf of Sivash, USSR",Aeroflot,Passenger,	Krasnodar - t:	Simferopol,Antonov AN-24B,Antonov,26.0,26.0,Machine Issue,Crashed following engine flame out in icing conditions.
2976,1971-1980,1978,11/05/1978,15:00,"Off Alexandria, Egypt",Nile Delta Air Services,Passenger,Unknown,Douglas DC-3,Douglas,18.0,18.0,Unknown,Crashed into the ocean.
2977,1971-1980,1978,11/15/1978,23:30,"Near Katunayake, Sri Lanka",Loftleidir Icelandic Airlines,Passenger,Jeddah - Colombo,McDonnell Douglas DC-8-Super 63CF,McDonnell,262.0,183.0,Landing/Takeoff,The aircraft crashed short of the runway into a coconut plantation while attempting to land in heavy rain.  Windshear. Excessive sink rate. Crew's non-conformance with approach procedures. Incorrect information supplied by the radar controller. Lack of an approach lighting system at Bandaranaike.
2978,1971-1980,1978,11/18/1978,15:00,"Off Marie Galante Island, West Indies",Air Guadeloupe,Passenger,Unknown,de Havilland Canada DHC-6 Twin Otter 300,de,20.0,15.0,Weather,The aircraft sank in the sea after the left wing tip struck the water in heavy rain and wind.
2979,1971-1980,1978,11/19/1978,11:00,"Near Leh, India",Military - Indian Air Force,Military,Chandigarh - Leh,Antonov An-12,Antonov,77.0,77.0,Machine Issue,Crashed into a mountain and burned short of the runway after experiencing engine failure.
2980,1971-1980,1978,11/21/1978,15:00,"Near Rubio, Venezuela",Aereo el Venado,Passenger,Cucuta - Arauca,Douglas C-47A,Douglas,27.0,27.0,Unknown,Crashed in the Rubio mountains.
2981,1971-1980,1978,11/25/1978,15:55,"Hydaburg, Alaska",Tyee Airlines,Passenger,Ketchikan - Hydaburg,de Havilland DHC-2,de,5.0,5.0,Weather,"Crashed in rain, fog and low ceiling. Continued VFR flight into deteriorating weather conditions."
2982,1971-1980,1978,12/04/1978,19:45,"Near Steamboat Springs, Coloado",Rocky Mountain Airways,Passenger,Steamboat Springs - Denver,de Havilland Canada DHC-6 Twin Otter 300,de,22.0,2.0,Unknown,"Forced to return to Steamboat Springs due to severe icing, the plane crashed into a 10,530 ft. mountain.  Severe icing and strong downdraughts associated with a mountain wave which combined to exceed the aircraft's capability to maintain flight. Contributing to the accident was the Captain's decision to fly into probable icing conditions that exceeded the conditions authorized by company directives."
2983,1971-1980,1978,12/16/1978,15:00,"Selvapiana, Italy",Air 70,Passenger,Unknown,Cessna 421 Golden Eagle,Cessna,10.0,10.0,Unknown,Unknown
2984,1971-1980,1978,12/17/1978,15:00,"Hyderabad, India",Indian Airlines,Passenger,Unknown,Boeing B-737-2A8,Boeing,132.0,1.0,Landing/Takeoff,"Couldn't climb on takeoff due to non-availability of leading edge slats, overran the runway and killed one passenger and  3 maintenance workers on the ground cutting grass. Nonavailability of leading edge devices immediately after rotation during take off."
2985,1971-1980,1978,12/23/1978,00:39,"Off Cinisi, Sicily, Italy",Alitalia,Passenger,Rome - Palermo,McDonnell Douglas DC-9-32,McDonnell,129.0,108.0,Landing/Takeoff,The aircraft crashed into ocean during a landing approach. Poor monitoring of altitudes and too early a transition from ILS to visual flight procedures.
2986,1971-1980,1978,12/28/1978,18:15,"Portland, Oregon",United Air Lines,Passenger,Denver - Portland,McDonnell Douglas DC-8-61,McDonnell,189.0,10.0,Landing/Takeoff,"While on a flight from Denver to Portland, the aircraft ran out of fuel while the crew was distracted with a landing gear problem. Failure of the captain to monitor properly the aircraft's fuel state and to properly respond to the low fuel state as indicated by other crew members. Contributing to the accident was the failure of the other two flight crew members either to fully comprehend the criticality of the fuel state or to successfully communicate their concern to the captain."
2987,1971-1980,1979,01/15/1979,13:05,"Minsk, Russia",Aeroflot,Passenger,Tallinn - Minsk,Antonov AN-24N,Antonov,13.0,13.0,Unknown,The pilot switched off the de-icing system too early during the approach through clouds in icing conditions  which resulted in the aircraft losing longitudinal stability and pitching over and crashed.
2988,1971-1980,1979,01/24/1979,19:40,"Bechar, Algeria",Air Algerie,Passenger,Unknown,Nord 262A-44,Nord,23.0,14.0,Human Error,"Crashed short of the runway on approach. Crew error. Non-compliance with proper procedure, lack of crew coordination, crew fatigue and faulty altimiter."
2989,1971-1980,1979,01/27/1979,17:26,"Rodez, France",Air Rouergue,Passenger,Unknown,Fokker F-27 Friendship 500,Fokker,6.0,5.0,Human Error,Struck a mountain. Failure of the crew to level off at the prescribed altitude either due to inadequate monitoring or an altimeter setting error by confusion between QNH and QFE.
2990,1971-1980,1979,01/30/1979,15:00,"125 miles ENE of Tokyo, Japan",Varig,Passenger,Tokyo-Los Angeles-Rio de Janeiro,Boeing B-707-326C,Boeing,6.0,6.0,Weather,"Contact with the cargo plane was lost 30 minutes after taking off from Tokyo Narita Airport.The cargo included 153 paintings by Manabu Mabe, returning from a Tokyo exhibition, valued at US$1.24 million. Neither the wreck nor the paintings were ever found. The cause of the accident was blamed on cabin depressurization, which killed the crew."
2991,1971-1980,1979,02/08/1979,15:00,"Near Agudos, Brazil",TAM Lineas Aéreas Regional,Passenger,Bauru - Sao Paulo,Embraer 110C Bandeirante,Embraer,18.0,18.0,Unknown,Hit trees and burst into flames shortly after taking off.
2992,1971-1980,1979,02/12/1979,17:00,"Near Kariba, Rhodesia",Air Rhodesia,Passenger,Kariba - Salisbury,Vickers Viscount 748D,Vickers,59.0,59.0,War,Shot down by rebels with 2 surface-to-air missiles a few minutes after taking off from Kariba.
2993,1971-1980,1979,02/12/1979,13:00,"Clarksburg, West Virginia",Allegheny Airlines,Passenger,Clarksburg - Washington DC,Nord 262,Nord,25.0,2.0,Landing/Takeoff,The plane crashed  inverted shortly after lifting off the ground. The captain's decision to take off with snow on the aircraft's wing and empennage surfaces which resulted in a loss of lateral control and a loss of lift as the aircraft ascended out of ground effect.
2994,1971-1980,1979,02/17/1979,13:5,"Manakau Harbor, New Zealand",Air New Zealand,Passenger,Gisborne - Auckland -Training,Fokker F-27 Friendship 500,Fokker,4.0,2.0,Unknown,Flew into the water while on ILS approach. The crew was misled by a visual illusion in conditions of reduced visibility into believing they were at a safe height and consequently failed to monitor the flight instruments sufficiently to confirm their aircraft maintained a safe approach path.
2995,1971-1980,1979,02/19/1979,15:00,"Barentu, Ethiopia",Ethiopian Airlines,Passenger,Unknown,Douglas DC-3,Douglas,5.0,5.0,War,The plane crashed after a bomb exploded aboard.
2996,1971-1980,1979,03/01/1979,15:04,"Gulfport, Mississippi",Universal Airways,Passenger,Houston - Gulfport - New Orleans,Beech BE-70,Beech,8.0,8.0,Landing/Takeoff,The plane failed to maintain flying speed and crashed while attempting to take off.  Improperly loaded aircraft. Nose baggage door opened during takeoff. Flaps inoperative. Improper emergency procedures. Inadequate emergency training.
2997,1971-1980,1979,03/10/1979,17:52,"Off Marina del Rey, California",Swift Aire Lines Inc.,Passenger,New York - Santa Monica,Aerospatiale Nord 262A-33,Aerospatiale,7.0,3.0,Machine Issue,"The plane ditched into Santa Monica Bay near Marina del Rey, shortly after taking off from Santa Monica Airport. The flight crew's mismanagement of an emergency procedure following an autofeather of the right-hand propeller which resulted in their shutting down the remaining engine. A leak or break in the propeller pressure line probably caused the right engine to autofeather. The left engine was shut down when the flight crew failed to identify the engine on which the autofeather occurred and moved the left power lever to the stop position. Contributing to the accident was the unavailability of vital restart information to the crew."
2998,1971-1980,1979,03/14/1979,08:52,"Bejing, China",CAAC,Passenger,Unknown,Hawker Siddeley Trident 2E,Hawker,12.0,12.0,Unknown,The aircraft crashed into a factory after being stolen and flown by pilot who was not qualified to fly.
2999,1971-1980,1979,03/14/1979,23:40,"Near Doha Airport, Qatar",Alia Royal Jordanian Airlines,Passenger,Amman - Doha,Boeing B-727-2D3,Boeing,64.0,45.0,Fire,"Despite two missed approaches in thunderstorms, the pilot declined the controllers' suggestion to divert to Dubai. The aircraft landed heavily on the runway (due to windshear), suffered landing gear damage, veered off the runway and crashed into a fire station building not far from the terminal building. At that time, all on board were still alive. Fire from spilled fuel started shortly thereafter and there was panic to escape the cabin.  The aircraft was named ""The City of Petra."""
3000,1971-1980,1979,03/17/1979,19:44,"Near Moscow, Russia",Aeroflot,Passenger,Moscow - Odessa,Tupolev TU-104B,Tupolev,119.0,58.0,Weather,The aircarft crashed in freezing rain and fog shortly after taking off. The aircraft was overloaded. The pilot had very little experience flying the aircraft type.
3001,1971-1980,1979,03/26/1979,15:00,"Luanda, Angola",Interflug,Passenger,Luanda-Berlin,Ilyushin IL-18D,Ilyushin,10.0,10.0,Fire,"The cargo plane lost the No. 2 engine on takeoff, overran the runway, crashed into the ILS localizer antenna, broke up and caught fire."
3002,1971-1980,1979,03/29/1979,15:00,"Ste. Foy, PQ, Canada",Quebecair,Passenger,Quebec - Montreal,Fairchild F-27,Fairchild,24.0,17.0,Landing/Takeoff,Engine failure shortly after takeoff caused damage so the landing gear could not be retracted and increasing drag during the critical climbout phase. Airspeed slowed until the aircraft crashed.
